CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SatisfactionScore,Churn
CUST0577,Male,0,No,Yes,40,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,57.67,2293.04,4,No
CUST0578,Female,0,Yes,No,15,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Bank transfer,18.25,267.63,5,No
CUST0579,Female,0,Yes,Yes,3,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,76.43,217.68,2,Yes
CUST0580,Female,0,Yes,No,11,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.83,698.16,5,No
CUST0581,Female,0,No,Yes,28,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,59.76,1671.38,4,No
CUST0582,Male,0,No,Yes,6,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,72.76,410.61,1,Yes
CUST0583,Female,0,Yes,No,13,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,76.17,975.74,4,Yes
CUST0584,Female,1,Yes,No,11,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card,91.99,947.9,4,No
CUST0585,Female,1,Yes,No,4,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,71.69,276.87,4,Yes
CUST0586,Male,0,No,Yes,31,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.34,1530.29,5,No
CUST0587,Female,0,No,No,42,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,52.83,2216.14,2,No
CUST0588,Male,0,Yes,No,68,Yes,No,No service,No service,No service,No service,No service,No service,Two year,Yes,Mailed check,18.25,1280.6,4,No
CUST0589,Female,0,No,No,44,Yes,No,No service,No service,No service,No service,No service,No service,One year,Yes,Electronic check,33.14,1469.66,5,No
CUST0590,Male,0,Yes,Yes,8,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,55.35,453.41,2,No
CUST0591,Male,0,Yes,No,48,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,74.66,3550.81,1,Yes
CUST0592,Female,0,No,Yes,32,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,46.86,1492.23,4,No
CUST0593,Male,1,No,No,17,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,72.93,1230.08,3,No
CUST0594,Female,0,No,No,8,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,69.81,542.76,5,No
CUST0595,Female,0,No,No,61,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.09,4015.49,1,No
CUST0596,Female,0,Yes,No,56,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.54,3858.08,1,No
CUST0597,Male,0,No,No,28,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card,77.37,2140.84,1,Yes
CUST0598,Male,0,Yes,No,24,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.41,1539.32,5,Yes
CUST0599,Female,1,No,No,14,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card,60.56,844.98,2,No
CUST0600,Female,0,Yes,No,5,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Mailed check,29.02,134.97,3,No
CUST0601,Male,1,No,No,41,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,49.26,2019.55,2,No
CUST0602,Female,0,Yes,No,28,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,94.09,2657.87,4,No
CUST0603,Female,0,Yes,No,3,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card,45.12,135.44,3,No
CUST0604,Female,0,No,No,56,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,74.58,4187.29,2,No
CUST0605,Male,0,Yes,No,48,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,75.59,3611.39,4,No
CUST0606,Male,1,No,No,43,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,31.77,1353.74,3,Yes
CUST0607,Male,1,Yes,Yes,13,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card,63.87,837.39,5,No
CUST0608,Female,0,Yes,No,2,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer,40.89,119.63,4,No
CUST0609,Female,0,Yes,No,61,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,77.54,4758.54,2,Yes
CUST0610,Female,0,Yes,Yes,63,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.95,6623.51,3,No
CUST0611,Male,1,No,Yes,44,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,57.62,2538.31,4,No
CUST0612,Female,0,Yes,No,57,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.72,3033.06,4,No
CUST0613,Female,0,No,No,19,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,80.55,1546.34,5,No
CUST0614,Female,0,No,No,57,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,71.65,4038.18,4,No
CUST0615,Female,0,Yes,Yes,56,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Electronic check,27.53,1520.6,3,No
CUST0616,Male,0,No,No,67,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,70.29,4716.19,1,No
CUST0617,Male,0,No,Yes,51,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,81.04,4097.3,3,No
CUST0618,Female,1,No,No,36,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,92.71,3319.61,3,No
CUST0619,Male,0,Yes,Yes,7,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Electronic check,18.25,113.75,5,No
CUST0620,Male,0,Yes,Yes,43,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Electronic check,22.15,947.33,5,No
CUST0621,Female,1,No,Yes,4,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,65.34,255.61,4,No
CUST0622,Female,0,No,No,68,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card,54.98,3732.86,5,No
CUST0623,Male,1,No,Yes,30,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,55.85,1692.01,4,No
CUST0624,Female,0,Yes,No,44,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,75.36,3310.54,1,No
CUST0625,Male,0,No,No,8,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,61.37,483.27,2,No
CUST0626,Female,1,Yes,No,31,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,88.86,2727.68,5,No
CUST0627,Male,0,No,No,32,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,59.65,1929.29,5,No
CUST0628,Female,0,Yes,No,66,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,92.75,6108.07,1,No
CUST0629,Male,0,No,Yes,29,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Mailed check,18.25,507.51,5,Yes
CUST0630,Male,0,Yes,No,28,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,61.53,1727.1,1,No
CUST0631,Male,0,Yes,Yes,2,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,78.1,140.86,4,Yes
CUST0632,Female,0,No,Yes,56,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,76.71,4285.24,5,No
CUST0633,Male,1,Yes,No,29,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,28.07,819.2,5,No
CUST0634,Male,0,Yes,No,8,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Credit card,18.25,139.47,4,No
CUST0635,Female,0,Yes,No,25,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,87.79,2240.98,5,No
CUST0636,Female,0,No,No,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,91.29,89.79,3,Yes
CUST0637,Male,0,No,No,61,No,No,No service,No service,No service,No service,No service,No service,One year,No,Bank transfer,24.07,1480.63,1,No
CUST0638,Male,0,Yes,Yes,2,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,103.3,167.77,2,Yes
CUST0639,Female,1,No,Yes,45,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,60.07,2685.94,3,No
CUST0640,Female,0,No,Yes,67,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,77.9,5197.56,2,No
CUST0641,Female,0,Yes,Yes,24,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,62.92,1490.99,3,No
CUST0642,Female,0,No,No,50,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer,92.2,4618.31,3,No
CUST0643,Female,0,No,No,12,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Mailed check,32.26,407.83,3,Yes
CUST0644,Male,0,No,Yes,43,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,82.9,3571.59,1,Yes
CUST0645,Female,0,Yes,No,34,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,92.74,3148.63,2,No
CUST0646,Male,0,No,No,54,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,47.58,2556.7,4,No
CUST0647,Male,0,No,Yes,8,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,83.3,688.67,4,No
CUST0648,Male,0,Yes,Yes,1,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,57.18,98.61,5,No
CUST0649,Female,0,Yes,Yes,60,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,41.68,2503.5,1,No
CUST0650,Male,0,Yes,Yes,40,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,100.74,4048.39,1,Yes
CUST0651,Male,0,Yes,Yes,43,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.73,2489.26,1,No
CUST0652,Female,0,No,No,63,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card,90.33,5705.9,3,No
CUST0653,Male,0,Yes,Yes,30,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,60.15,1781.21,1,No
CUST0654,Male,0,Yes,No,46,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Bank transfer,28.66,1308.6,4,No
CUST0655,Female,0,No,No,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,81.04,88.95,1,No
CUST0656,Male,0,Yes,No,68,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,39.73,2725.89,3,No
CUST0657,Male,1,No,No,57,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card,63.02,3575.78,2,No
CUST0658,Male,0,Yes,Yes,43,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,93.86,3995.31,1,No
CUST0659,Female,0,Yes,No,55,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card,86.69,4757.98,2,No
CUST0660,Female,1,Yes,No,42,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.27,3601.54,5,No
CUST0661,Female,0,Yes,Yes,33,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,88.52,2889.48,3,No
CUST0662,Male,0,Yes,Yes,29,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer,56.56,1616.7,1,No
CUST0663,Male,0,No,No,70,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer,78.66,5509.32,5,No
CUST0664,Female,0,No,No,69,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,81.7,5634.98,5,No
CUST0665,Male,0,Yes,No,54,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,80.69,4369.15,2,No
CUST0666,Male,1,No,No,66,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,81.38,5346.51,4,No
CUST0667,Female,0,No,No,12,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card,72.5,863.5,4,No
CUST0668,Female,0,No,Yes,2,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,68.83,161.56,4,Yes
CUST0669,Male,0,Yes,No,25,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card,77.3,1908.64,4,No
CUST0670,Male,1,Yes,Yes,56,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.61,3311.7,3,No
CUST0671,Male,0,Yes,Yes,23,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,54.14,1223.87,1,Yes
CUST0672,Female,0,No,No,52,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,60.57,3166.63,1,No
CUST0673,Female,0,No,No,69,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Electronic check,37.21,2560.03,3,No
CUST0674,Female,0,Yes,No,42,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Electronic check,34.45,1424.0,2,Yes
CUST0675,Female,1,Yes,No,59,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer,55.97,3292.29,1,No
CUST0676,Male,1,No,No,57,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,47.32,2708.14,5,No
CUST0677,Female,0,No,Yes,48,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.14,3222.58,1,No
CUST0678,Female,1,No,Yes,41,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,88.09,3634.06,3,No
CUST0679,Female,0,No,Yes,65,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,32.78,2159.41,2,No
CUST0680,Female,1,Yes,No,10,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,82.3,799.34,1,No
CUST0681,Female,0,No,No,17,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.26,1220.29,3,No
CUST0682,Male,0,No,No,51,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Electronic check,18.25,904.65,5,No
CUST0683,Male,0,Yes,No,45,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,53.0,2367.02,4,No
CUST0684,Female,0,No,No,43,Yes,No,No service,No service,No service,No service,No service,No service,Two year,Yes,Mailed check,18.25,806.83,5,No
CUST0685,Male,0,No,Yes,21,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,19.73,425.54,5,No
CUST0686,Female,0,Yes,Yes,52,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card,49.34,2554.78,2,No
CUST0687,Female,0,No,No,58,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,74.99,4349.2,1,Yes
CUST0688,Male,0,No,No,29,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,72.16,2120.73,4,No
CUST0689,Male,0,No,No,7,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,52.13,403.07,3,Yes
CUST0690,Female,0,Yes,Yes,56,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,47.38,2658.47,4,No
CUST0691,Female,1,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,82.37,5877.45,1,No
CUST0692,Female,0,No,No,19,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,84.13,1604.42,2,Yes
CUST0693,Male,0,Yes,Yes,24,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Credit card,31.67,778.77,1,No
CUST0694,Female,0,No,No,18,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,62.16,1123.37,3,No
CUST0695,Female,1,No,No,4,Yes,No,No service,No service,No service,No service,No service,No service,Two year,Yes,Electronic check,24.53,112.65,4,No
CUST0696,Female,0,Yes,No,71,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card,57.2,4068.34,5,No
CUST0697,Male,0,No,Yes,26,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,81.85,2103.41,1,Yes
CUST0698,Female,0,No,No,39,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,47.48,1834.0,2,Yes
CUST0699,Female,1,Yes,No,25,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,44.54,1107.08,2,No
CUST0700,Male,0,No,No,26,Yes,No,No service,No service,No service,No service,No service,No service,Two year,Yes,Mailed check,18.25,495.81,4,No
CUST0701,Female,0,No,No,61,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card,59.3,3601.98,5,No
CUST0702,Female,0,No,No,49,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,111.54,5474.58,3,No
CUST0703,Male,1,No,No,41,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card,75.37,3096.24,5,No
CUST0704,Female,0,Yes,No,28,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card,83.38,2366.36,4,No
CUST0705,Male,0,No,No,38,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,70.43,2675.51,5,No
CUST0706,Male,1,No,Yes,59,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,91.38,5356.32,4,No
CUST0707,Female,0,No,No,40,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,54.17,2179.74,5,No
CUST0708,Female,0,No,Yes,32,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.0,3082.76,1,No
CUST0709,Female,0,Yes,No,15,Yes,No,No service,No service,No service,No service,No service,No service,One year,Yes,Electronic check,18.25,288.0,2,No
CUST0710,Female,0,No,No,22,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card,62.45,1358.15,4,No
CUST0711,Male,0,Yes,No,6,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,54.73,306.74,4,No
CUST0712,Female,0,Yes,No,25,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,88.56,2194.94,2,Yes
CUST0713,Male,0,Yes,No,11,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,76.38,880.25,3,No
CUST0714,Female,0,No,Yes,71,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.31,6405.46,4,No
CUST0715,Female,1,No,No,4,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,65.15,247.35,1,Yes
CUST0716,Female,0,No,No,68,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer,77.18,5245.07,5,No
CUST0717,Male,1,No,Yes,48,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,72.67,3481.82,1,Yes
CUST0718,Female,0,No,Yes,25,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card,69.74,1774.85,4,No
CUST0719,Female,1,No,No,4,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,86.48,325.63,3,No
CUST0720,Female,0,No,No,21,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card,50.45,1083.06,4,Yes
CUST0721,Female,0,Yes,No,12,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,98.77,1187.68,3,No
CUST0722,Male,0,Yes,No,27,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Bank transfer,22.68,636.5,2,Yes
CUST0723,Female,1,No,Yes,32,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,78.32,2537.89,5,No
CUST0724,Male,0,No,No,22,No,No,No service,No service,No service,No service,No service,No service,One year,Yes,Mailed check,18.25,403.2,1,No
CUST0725,Male,0,Yes,No,17,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,91.59,1550.73,3,Yes
CUST0726,Male,0,Yes,No,29,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,95.09,2758.93,1,Yes
CUST0727,Male,0,No,No,25,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,55.74,1391.6,2,No
CUST0728,Male,0,Yes,No,15,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer,55.94,805.96,4,No
CUST0729,Male,0,No,No,38,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,60.55,2331.95,3,No
CUST0730,Female,0,No,No,32,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,68.41,2194.04,5,No
CUST0731,Male,0,Yes,Yes,25,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Electronic check,18.25,432.99,3,No
CUST0732,Male,0,Yes,No,47,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,61.5,2849.15,4,No
CUST0733,Male,0,No,No,64,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,76.68,4860.97,4,Yes
CUST0734,Female,0,No,No,37,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,69.31,2579.88,5,No
CUST0735,Female,0,No,Yes,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,64.49,52.11,5,No
CUST0736,Male,0,No,No,5,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,70.92,345.5,2,Yes
CUST0737,Female,0,Yes,Yes,45,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,85.14,3841.06,1,No
CUST0738,Male,0,No,No,49,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,49.83,2431.35,3,No
CUST0739,Male,0,No,No,37,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,47.28,1760.29,2,No
CUST0740,Female,0,No,No,17,Yes,No,No service,No service,No service,No service,No service,No service,Two year,Yes,Credit card,35.57,606.6,1,Yes
CUST0741,Male,0,Yes,Yes,26,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.61,1288.18,2,No
CUST0742,Female,0,No,No,40,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,62.74,2478.14,5,No
CUST0743,Female,0,No,No,71,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,18.25,1279.36,5,No
CUST0744,Male,0,Yes,No,16,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,87.31,1409.01,4,No
CUST0745,Male,0,Yes,No,61,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,80.67,4907.23,3,Yes
CUST0746,Female,0,No,No,28,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.18,1793.15,3,Yes
CUST0747,Male,0,Yes,No,57,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.54,5492.71,3,No
CUST0748,Male,0,Yes,Yes,69,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,48.55,3363.08,2,No
CUST0749,Male,0,Yes,Yes,21,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,60.38,1297.84,2,No
CUST0750,Female,1,No,No,5,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,77.75,403.16,3,No
CUST0751,Female,0,No,No,25,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,77.8,1934.31,4,No
CUST0752,Male,0,No,No,38,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer,72.96,2776.48,1,No
CUST0753,Female,0,Yes,Yes,11,Yes,No,No service,No service,No service,No service,No service,No service,One year,Yes,Credit card,24.42,308.89,2,Yes
CUST0754,Female,0,No,Yes,13,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,49.85,637.58,3,No
CUST0755,Female,0,No,No,21,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,78.87,1635.48,5,No
CUST0756,Female,0,No,Yes,50,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.13,3983.82,2,No
CUST0757,Female,0,No,No,22,Yes,No,No service,No service,No service,No service,No service,No service,One year,No,Credit card,18.25,397.15,1,No
CUST0758,Male,0,Yes,Yes,47,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,52.28,2437.09,2,No
CUST0759,Male,0,No,No,70,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.38,6500.08,1,No
CUST0760,Male,0,Yes,No,49,Yes,No,No service,No service,No service,No service,No service,No service,One year,No,Mailed check,27.51,1352.32,1,No
CUST0761,Female,0,No,Yes,12,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,66.97,823.07,2,No
CUST0762,Female,0,Yes,No,9,Yes,No,No service,No service,No service,No service,No service,No service,One year,No,Bank transfer,18.25,158.28,1,No
CUST0763,Male,1,Yes,Yes,54,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,48.04,2571.36,2,No
CUST0764,Female,0,Yes,No,8,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,71.18,543.25,2,No
CUST0765,Male,0,No,No,51,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Electronic check,21.15,1060.49,4,No
CUST0766,Male,0,Yes,No,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,81.66,88.61,5,No
CUST0767,Male,0,No,No,24,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,84.74,2044.16,1,No
CUST0768,Female,1,Yes,No,12,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer,49.85,610.26,2,Yes
